Age,Churn,Contract Length_Monthly,Contract Length_Quarterly,CustomerID,Gender_Male,Last Interaction,Payment Delay,Subscription Type_Premium,Subscription Type_Standard,Support Calls,Tenure,Total Spend,Usage Frequency,Tenure_Age_Ratio,Spend_per_Usage,Support_Calls_per_Tenure
61,1.0,1,0,228709,0,12,22.0,1,0,4,13,927.84,4.0,0.20967741935483872,185.568,0.2857142857142857
31,1.0,0,1,228710,0,12,8.0,0,1,5,55,334.43,24.0,1.71875,13.3772,0.08928571428571429
57,1.0,1,0,228711,1,12,25.0,1,0,7,42,523.62,4.0,0.7241379310344828,104.724,0.16279069767441862
35,1.0,0,0,228712,0,6,25.0,1,0,5,32,751.9,17.0,0.8888888888888888,41.77222222222222,0.15151515151515152
51,1.0,0,1,228713,1,19,29.0,0,0,1,42,194.1,28.0,0.8076923076923077,6.693103448275862,0.023255813953488372
61,1.0,0,0,228714,1,5,3.0,0,1,2,11,744.97,28.0,0.1774193548387097,25.688620689655174,0.16666666666666666
52,1.0,0,0,228715,1,10,22.0,0,0,8,47,813.14,8.0,0.8867924528301887,90.3488888888889,0.16666666666666666
46,1.0,1,0,228716,1,11,18.0,1,0,9,39,437.87,7.0,0.8297872340425532,54.73375,0.225
64,1.0,0,0,228717,1,6,10.0,1,0,4,18,974.07,24.0,0.27692307692307694,38.9628,0.21052631578947367
58,1.0,1,0,228718,0,2,2.0,1,0,9,59,430.55,22.0,1.0,18.719565217391306,0.15
22,1.0,1,0,228719,0,15,5.0,1,0,2,57,303.96,13.0,2.4782608695652173,21.71142857142857,0.034482758620689655
49,1.0,1,0,228720,0,5,0.0,0,1,6,33,817.19,19.0,0.66,40.859500000000004,0.17647058823529413
26,1.0,1,0,228721,1,22,26.0,0,0,1,22,156.03,20.0,0.8148148148148148,7.43,0.043478260869565216
47,1.0,1,0,228722,1,15,23.0,0,1,10,47,847.92,20.0,0.9791666666666666,40.37714285714286,0.20833333333333334
65,1.0,0,1,228723,1,10,11.0,0,1,9,49,892.61,30.0,0.7424242424242424,28.793870967741935,0.18
23,1.0,0,0,228724,1,10,21.0,0,1,0,37,688.77,17.0,1.5416666666666667,38.265,0.0
32,1.0,0,1,228725,0,25,23.0,0,0,7,48,332.35,16.0,1.4545454545454546,19.55,0.14285714285714285
30,1.0,1,0,228726,1,10,17.0,0,0,0,19,994.57,13.0,0.6129032258064516,71.04071428571429,0.0
61,1.0,0,0,228727,0,16,8.0,1,0,10,56,468.77,7.0,0.9032258064516129,58.59625,0.17543859649122806
63,1.0,0,1,228728,1,16,2.0,0,0,0,51,458.53,5.0,0.796875,76.42166666666667,0.0
34,1.0,0,0,228729,1,1,24.0,1,0,5,36,444.44,5.0,1.0285714285714285,74.07333333333334,0.13513513513513514
32,1.0,0,1,228731,0,23,11.0,1,0,7,12,848.72,7.0,0.36363636363636365,106.09,0.5384615384615384
55,1.0,0,1,228732,1,27,20.0,0,1,0,32,875.09,5.0,0.5714285714285714,145.84833333333333,0.0
59,1.0,0,0,228733,0,22,0.0,0,0,1,2,790.12,12.0,0.03333333333333333,60.77846153846154,0.3333333333333333
50,1.0,0,1,228734,1,28,4.0,1,0,8,28,834.07,26.0,0.5490196078431373,30.891481481481485,0.27586206896551724
50,1.0,0,0,228735,1,22,4.0,0,1,1,54,345.19,16.0,1.0588235294117647,20.30529411764706,0.01818181818181818
30,1.0,0,0,228736,1,29,25.0,1,0,2,43,192.97,20.0,1.3870967741935485,9.189047619047619,0.045454545454545456
37,1.0,0,1,228737,1,6,29.0,0,0,6,26,969.29,7.0,0.6842105263157895,121.16125,0.2222222222222222
27,1.0,1,0,228738,1,24,26.0,1,0,7,25,634.72,14.0,0.8928571428571429,42.31466666666667,0.2692307692307692
24,1.0,0,1,228739,0,15,24.0,0,1,10,45,138.68,23.0,1.8,5.778333333333333,0.21739130434782608
56,1.0,0,0,228740,0,26,15.0,1,0,10,37,306.89,19.0,0.6491228070175439,15.3445,0.2631578947368421
45,1.0,1,0,228741,0,30,23.0,0,1,5,36,397.36,13.0,0.782608695652174,28.382857142857144,0.13513513513513514
19,1.0,1,0,228742,1,3,4.0,0,1,4,60,505.6,3.0,3.0,126.4,0.06557377049180328
29,1.0,0,1,228743,1,28,10.0,1,0,2,19,447.1,24.0,0.6333333333333333,17.884,0.1
21,1.0,1,0,228744,0,11,7.0,0,0,1,10,850.8,28.0,0.45454545454545453,29.337931034482757,0.09090909090909091
29,1.0,1,0,228745,1,17,8.0,1,0,2,11,104.85,8.0,0.36666666666666664,11.649999999999999,0.16666666666666666
63,1.0,1,0,228746,1,26,25.0,0,1,9,20,508.18,28.0,0.3125,17.52344827586207,0.42857142857142855
57,1.0,0,0,228747,0,27,25.0,0,1,6,10,908.5,29.0,0.1724137931034483,30.283333333333335,0.5454545454545454
56,1.0,0,0,228748,1,15,13.0,0,1,8,36,619.1,2.0,0.631578947368421,206.36666666666667,0.21621621621621623
45,1.0,1,0,228749,0,8,5.0,0,1,6,1,467.87,30.0,0.021739130434782608,15.09258064516129,3.0
18,1.0,1,0,228750,1,24,5.0,0,0,0,52,463.5,16.0,2.736842105263158,27.264705882352942,0.0
52,1.0,1,0,228752,0,10,8.0,0,0,2,22,202.81,22.0,0.41509433962264153,8.817826086956522,0.08695652173913043
45,1.0,1,0,228753,1,25,5.0,1,0,4,11,994.19,16.0,0.2391304347826087,58.481764705882355,0.3333333333333333
48,1.0,0,1,228754,1,14,8.0,0,1,10,3,856.72,2.0,0.061224489795918366,285.5733333333333,2.5
38,1.0,0,1,228755,1,17,28.0,0,0,2,1,262.19,3.0,0.02564102564102564,65.5475,1.0
62,1.0,0,0,228756,1,16,20.0,1,0,9,39,622.56,13.0,0.6190476190476191,44.46857142857142,0.225
20,1.0,0,1,228757,1,10,5.0,0,1,4,27,850.13,24.0,1.2857142857142858,34.0052,0.14285714285714285
27,1.0,0,1,228758,1,29,4.0,1,0,4,7,889.16,22.0,0.25,38.659130434782604,0.5
35,1.0,1,0,228759,0,28,3.0,0,0,8,34,482.34,8.0,0.9444444444444444,53.593333333333334,0.22857142857142856
56,1.0,1,0,228760,0,24,30.0,0,0,10,13,455.06,27.0,0.22807017543859648,16.252142857142857,0.7142857142857143
49,1.0,1,0,228761,1,25,10.0,0,0,9,28,622.81,22.0,0.56,27.07869565217391,0.3103448275862069
45,1.0,0,0,228762,1,26,19.0,0,0,2,20,116.32,8.0,0.43478260869565216,12.924444444444443,0.09523809523809523
46,1.0,0,1,228763,0,24,4.0,0,0,6,4,722.79,8.0,0.0851063829787234,80.31,1.2
56,1.0,0,0,228764,0,3,7.0,0,1,3,11,546.21,13.0,0.19298245614035087,39.015,0.25
42,1.0,0,1,228765,0,4,29.0,1,0,1,43,706.86,6.0,1.0,100.98,0.022727272727272728
59,1.0,0,0,228766,0,9,7.0,0,0,2,21,838.56,21.0,0.35,38.11636363636364,0.09090909090909091
59,1.0,0,0,228767,1,26,18.0,0,0,7,27,873.06,22.0,0.45,37.95913043478261,0.25
47,1.0,0,1,228768,0,1,5.0,1,0,5,40,747.0,24.0,0.8333333333333334,29.88,0.12195121951219512
32,1.0,1,0,228769,0,23,12.0,0,1,8,57,867.07,28.0,1.7272727272727273,29.898965517241383,0.13793103448275862
35,1.0,0,0,228770,1,22,16.0,0,0,2,30,240.96,12.0,0.8333333333333334,18.535384615384615,0.06451612903225806
32,1.0,1,0,228771,0,10,22.0,0,1,5,1,803.41,1.0,0.030303030303030304,401.705,2.5
55,1.0,0,0,228773,1,10,18.0,0,1,2,31,895.71,13.0,0.5535714285714286,63.979285714285716,0.0625
46,1.0,0,0,228774,1,24,4.0,0,0,4,42,305.64,11.0,0.8936170212765957,25.47,0.09302325581395349
64,1.0,0,1,228775,0,12,0.0,0,1,4,47,206.57,27.0,0.7230769230769231,7.3774999999999995,0.08333333333333333
48,1.0,0,0,228776,0,22,23.0,0,1,8,29,792.71,8.0,0.5918367346938775,88.0788888888889,0.26666666666666666
49,1.0,0,1,228777,0,21,27.0,1,0,2,59,851.06,11.0,1.18,70.92166666666667,0.03333333333333333
60,1.0,0,0,228778,1,2,12.0,0,1,3,18,877.24,25.0,0.29508196721311475,33.74,0.15789473684210525
42,1.0,0,0,228779,0,4,7.0,0,0,2,25,418.64,1.0,0.5813953488372093,209.32,0.07692307692307693
21,1.0,1,0,228780,0,27,11.0,0,0,1,6,252.31,5.0,0.2727272727272727,42.05166666666667,0.14285714285714285
19,1.0,1,0,228781,0,28,25.0,0,1,3,6,578.66,18.0,0.3,30.45578947368421,0.42857142857142855
31,1.0,0,1,228782,0,4,3.0,1,0,2,29,374.89,27.0,0.90625,13.38892857142857,0.06666666666666667
45,1.0,0,0,228783,0,29,11.0,0,0,10,7,620.89,25.0,0.15217391304347827,23.880384615384614,1.25
40,1.0,0,0,228784,1,24,28.0,0,1,3,47,753.09,2.0,1.146341463414634,251.03,0.0625
47,1.0,0,1,228785,0,15,11.0,0,0,5,43,827.47,19.0,0.8958333333333334,41.3735,0.11363636363636363
35,1.0,1,0,228786,1,17,6.0,0,1,7,20,452.8,13.0,0.5555555555555556,32.34285714285714,0.3333333333333333
61,1.0,0,0,228787,1,29,25.0,0,1,0,36,543.89,1.0,0.5806451612903226,271.945,0.0
32,1.0,0,1,228788,0,5,19.0,0,0,5,36,788.13,28.0,1.0909090909090908,27.176896551724138,0.13513513513513514
52,1.0,0,1,228789,1,12,20.0,1,0,3,29,485.77,4.0,0.5471698113207547,97.154,0.1
19,1.0,1,0,228790,1,11,29.0,1,0,3,44,324.81,28.0,2.2,11.200344827586207,0.06666666666666667
57,1.0,0,1,228791,1,6,4.0,0,0,7,34,615.87,1.0,0.5862068965517241,307.935,0.2
55,1.0,0,1,228792,1,14,18.0,0,1,7,14,193.23,18.0,0.25,10.17,0.4666666666666667
34,1.0,0,1,228793,1,19,22.0,0,0,4,4,426.84,24.0,0.11428571428571428,17.0736,0.8
38,1.0,1,0,228794,0,15,7.0,0,0,6,11,519.42,6.0,0.28205128205128205,74.20285714285714,0.5
20,1.0,1,0,228795,1,5,16.0,0,1,10,36,519.96,20.0,1.7142857142857142,24.76,0.2702702702702703
54,1.0,0,1,228796,0,18,1.0,1,0,6,49,955.96,8.0,0.8909090909090909,106.21777777777778,0.12
29,1.0,0,0,228797,1,2,27.0,1,0,9,56,593.64,24.0,1.8666666666666667,23.7456,0.15789473684210525
53,1.0,0,0,228798,0,2,22.0,1,0,5,28,729.22,29.0,0.5185185185185185,24.307333333333336,0.1724137931034483
45,1.0,1,0,228799,1,11,8.0,0,0,7,11,959.49,13.0,0.2391304347826087,68.535,0.5833333333333334
28,1.0,0,1,228800,0,29,24.0,0,1,6,59,495.86,21.0,2.0344827586206895,22.53909090909091,0.1
44,1.0,0,0,228801,1,21,7.0,1,0,7,6,426.5,8.0,0.13333333333333333,47.388888888888886,1.0
57,1.0,0,1,228802,1,11,12.0,1,0,1,19,413.33,11.0,0.3275862068965517,34.44416666666667,0.05
34,1.0,0,0,228803,1,26,9.0,1,0,7,53,939.28,2.0,1.5142857142857142,313.0933333333333,0.12962962962962962
32,1.0,1,0,228804,0,27,8.0,0,0,7,40,428.93,29.0,1.2121212121212122,14.297666666666666,0.17073170731707318
47,1.0,1,0,228805,0,16,18.0,0,0,10,16,813.72,12.0,0.3333333333333333,62.59384615384616,0.5882352941176471
42,1.0,0,1,228806,1,14,6.0,0,0,10,54,121.9,20.0,1.255813953488372,5.8047619047619055,0.18181818181818182
47,1.0,0,1,228807,1,23,24.0,0,1,7,30,451.5,24.0,0.625,18.06,0.22580645161290322
27,1.0,0,1,228808,1,25,7.0,0,0,3,5,652.44,6.0,0.17857142857142858,93.2057142857143,0.5
30,1.0,1,0,228809,0,6,10.0,0,1,2,60,187.49,21.0,1.935483870967742,8.522272727272728,0.03278688524590164
63,1.0,0,0,228810,0,8,14.0,0,0,10,38,706.71,4.0,0.59375,141.342,0.2564102564102564
42,1.0,0,0,228812,0,11,25.0,1,0,1,15,921.45,25.0,0.3488372093023256,35.440384615384616,0.0625
18,1.0,0,1,228813,1,30,8.0,0,0,4,19,465.34,7.0,1.0,58.1675,0.2
23,1.0,0,0,228814,1,17,29.0,1,0,2,15,518.02,1.0,0.625,259.01,0.125
22,1.0,1,0,228816,1,14,9.0,1,0,8,33,886.18,20.0,1.434782608695652,42.19904761904762,0.23529411764705882
19,1.0,0,0,228817,0,7,7.0,1,0,6,1,181.87,18.0,0.05,9.572105263157894,3.0
56,1.0,1,0,228818,1,1,16.0,0,1,2,16,271.31,29.0,0.2807017543859649,9.043666666666667,0.11764705882352941
37,1.0,0,1,228819,1,21,26.0,1,0,5,2,363.05,1.0,0.05263157894736842,181.525,1.6666666666666667
63,1.0,0,0,228820,1,9,21.0,0,0,10,38,772.9,21.0,0.59375,35.13181818181818,0.2564102564102564
42,1.0,1,0,228821,1,1,5.0,0,0,1,22,418.42,1.0,0.5116279069767442,209.21,0.043478260869565216
36,1.0,0,1,228822,1,23,16.0,0,0,6,8,513.11,12.0,0.21621621621621623,39.47,0.6666666666666666
60,1.0,1,0,228823,0,22,10.0,1,0,9,46,510.07,10.0,0.7540983606557377,46.37,0.19148936170212766
44,1.0,0,1,228824,0,14,4.0,0,0,5,43,461.33,3.0,0.9555555555555556,115.3325,0.11363636363636363
48,1.0,0,1,228825,1,9,5.0,0,1,2,32,186.11,6.0,0.6530612244897959,26.587142857142858,0.06060606060606061
23,1.0,0,1,228826,1,7,2.0,0,1,4,51,418.23,26.0,2.125,15.49,0.07692307692307693
65,1.0,1,0,228827,1,18,8.0,0,1,2,3,622.15,14.0,0.045454545454545456,41.47666666666667,0.5
49,1.0,0,0,228828,0,6,13.0,0,1,7,40,862.0,19.0,0.8,43.1,0.17073170731707318
51,1.0,0,1,228829,0,3,10.0,0,1,4,35,412.07,9.0,0.6730769230769231,41.207,0.1111111111111111
64,1.0,0,1,228830,0,28,2.0,0,0,0,8,461.26,4.0,0.12307692307692308,92.252,0.0
62,1.0,1,0,228831,0,30,11.0,1,0,5,31,952.9,26.0,0.49206349206349204,35.29259259259259,0.15625
54,1.0,1,0,228832,0,15,19.0,0,1,8,17,167.61,7.0,0.3090909090909091,20.95125,0.4444444444444444
19,1.0,0,1,228833,1,21,22.0,0,1,4,38,619.92,24.0,1.9,24.796799999999998,0.10256410256410256
55,1.0,0,0,228834,1,24,24.0,0,1,1,58,297.56,10.0,1.0357142857142858,27.05090909090909,0.01694915254237288
20,1.0,0,0,228836,0,13,10.0,0,0,8,14,139.34,10.0,0.6666666666666666,12.667272727272728,0.5333333333333333
21,1.0,1,0,228837,1,4,18.0,0,0,7,15,433.5,13.0,0.6818181818181818,30.964285714285715,0.4375
21,1.0,1,0,228838,0,29,15.0,0,0,7,35,704.19,12.0,1.5909090909090908,54.16846153846154,0.19444444444444445
37,1.0,0,1,228839,0,18,20.0,1,0,7,17,850.4,27.0,0.4473684210526316,30.37142857142857,0.3888888888888889
37,1.0,0,1,228840,0,18,20.0,0,1,2,58,139.69,18.0,1.5263157894736843,7.3521052631578945,0.03389830508474576
25,1.0,1,0,228841,1,27,24.0,0,0,7,60,617.19,6.0,2.3076923076923075,88.17,0.11475409836065574
39,1.0,0,0,228842,1,15,28.0,0,0,0,6,242.84,10.0,0.15,22.076363636363638,0.0
22,1.0,1,0,228843,1,10,14.0,1,0,10,14,791.09,20.0,0.6086956521739131,37.670952380952386,0.6666666666666666
30,1.0,1,0,228844,1,26,5.0,1,0,1,26,257.62,7.0,0.8387096774193549,32.2025,0.037037037037037035
25,1.0,0,1,228845,0,2,7.0,1,0,7,25,782.32,14.0,0.9615384615384616,52.15466666666667,0.2692307692307692
55,1.0,0,0,228846,1,10,25.0,0,0,0,38,904.96,12.0,0.6785714285714286,69.6123076923077,0.0
33,1.0,0,1,228847,0,19,9.0,0,0,4,22,634.97,26.0,0.6470588235294118,23.517407407407408,0.17391304347826086
65,1.0,0,0,228848,1,9,27.0,1,0,5,45,578.42,10.0,0.6818181818181818,52.58363636363636,0.10869565217391304
58,1.0,1,0,228849,1,25,2.0,0,1,9,25,154.7,14.0,0.423728813559322,10.313333333333333,0.34615384615384615
51,1.0,0,1,228850,0,20,7.0,0,1,7,52,658.75,1.0,1.0,329.375,0.1320754716981132
37,1.0,1,0,228851,0,23,24.0,1,0,9,3,424.51,7.0,0.07894736842105263,53.06375,2.25
32,1.0,0,1,228852,1,11,0.0,0,0,6,30,352.09,14.0,0.9090909090909091,23.472666666666665,0.1935483870967742
21,1.0,1,0,228853,1,13,1.0,0,1,10,3,104.99,6.0,0.13636363636363635,14.998571428571427,2.5
29,1.0,0,1,228854,1,16,7.0,0,0,9,9,596.8,24.0,0.3,23.872,0.9
22,1.0,0,0,228855,0,11,15.0,1,0,6,2,411.06,2.0,0.08695652173913043,137.02,2.0
25,1.0,1,0,228856,1,12,22.0,0,0,3,24,371.06,13.0,0.9230769230769231,26.504285714285714,0.12
27,1.0,1,0,228857,0,24,18.0,0,0,3,50,900.08,14.0,1.7857142857142858,60.00533333333333,0.058823529411764705
57,1.0,0,0,228858,0,29,27.0,1,0,10,21,577.26,7.0,0.3620689655172414,72.1575,0.45454545454545453
58,1.0,1,0,228859,0,6,1.0,1,0,7,35,404.64,6.0,0.5932203389830508,57.80571428571428,0.19444444444444445
19,1.0,1,0,228860,0,16,28.0,0,0,6,14,811.54,6.0,0.7,115.9342857142857,0.4
38,1.0,0,0,228861,1,20,9.0,1,0,10,49,649.62,13.0,1.2564102564102564,46.401428571428575,0.2
64,1.0,0,0,228862,1,12,19.0,1,0,10,45,624.66,4.0,0.6923076923076923,124.93199999999999,0.21739130434782608
24,1.0,0,0,228863,1,5,24.0,0,0,8,46,923.6,25.0,1.84,35.52307692307692,0.1702127659574468
50,1.0,0,1,228864,0,1,30.0,0,0,9,54,727.48,4.0,1.0588235294117647,145.496,0.16363636363636364
20,1.0,1,0,228865,0,6,13.0,1,0,4,25,748.85,25.0,1.1904761904761905,28.801923076923078,0.15384615384615385
25,1.0,0,0,228866,1,29,12.0,1,0,4,36,862.8,1.0,1.3846153846153846,431.4,0.10810810810810811
33,1.0,1,0,228867,0,23,22.0,0,1,7,19,567.05,8.0,0.5588235294117647,63.00555555555555,0.35
61,1.0,0,0,228868,1,23,20.0,0,0,8,28,540.32,3.0,0.45161290322580644,135.08,0.27586206896551724
31,1.0,0,1,228869,1,24,9.0,1,0,7,48,349.65,12.0,1.5,26.896153846153844,0.14285714285714285
22,1.0,0,1,228870,1,12,17.0,0,0,10,52,689.95,24.0,2.260869565217391,27.598000000000003,0.18867924528301888
62,1.0,0,1,228871,1,21,24.0,1,0,2,4,649.27,20.0,0.06349206349206349,30.91761904761905,0.4
51,1.0,0,1,228872,1,11,16.0,1,0,6,24,926.69,21.0,0.46153846153846156,42.12227272727273,0.24
43,1.0,0,1,228873,1,28,27.0,0,0,2,51,448.44,2.0,1.1590909090909092,149.48,0.038461538461538464
50,1.0,1,0,228874,1,11,0.0,0,1,0,1,746.0,10.0,0.0196078431372549,67.81818181818181,0.0
36,1.0,1,0,228875,0,19,15.0,1,0,8,45,425.66,18.0,1.2162162162162162,22.403157894736843,0.17391304347826086
65,1.0,1,0,228876,0,5,7.0,0,1,3,45,483.16,11.0,0.6818181818181818,40.263333333333335,0.06521739130434782
45,1.0,0,1,228877,0,9,26.0,0,0,0,34,788.68,26.0,0.7391304347826086,29.21037037037037,0.0
44,1.0,0,0,228878,0,29,14.0,1,0,7,53,487.18,14.0,1.1777777777777778,32.47866666666667,0.12962962962962962
52,1.0,1,0,228879,1,22,14.0,0,0,9,17,518.14,21.0,0.32075471698113206,23.55181818181818,0.5
22,1.0,0,1,228880,0,7,12.0,0,1,7,22,750.1,5.0,0.9565217391304348,125.01666666666667,0.30434782608695654
64,1.0,0,1,228881,1,6,15.0,0,0,6,5,409.46,8.0,0.07692307692307693,45.495555555555555,1.0
22,1.0,0,1,228882,0,16,10.0,0,1,7,55,616.34,10.0,2.391304347826087,56.03090909090909,0.125
41,1.0,0,0,228883,0,23,14.0,0,0,9,18,446.15,17.0,0.42857142857142855,24.78611111111111,0.47368421052631576
20,1.0,0,0,228884,0,20,1.0,0,0,1,39,383.64,12.0,1.8571428571428572,29.51076923076923,0.025
44,1.0,0,0,228885,1,16,8.0,0,0,6,44,639.7,19.0,0.9777777777777777,31.985000000000003,0.13333333333333333
20,1.0,1,0,228886,1,12,29.0,1,0,0,15,813.58,19.0,0.7142857142857143,40.679,0.0
61,1.0,0,1,228887,0,30,1.0,0,0,5,36,897.41,3.0,0.5806451612903226,224.3525,0.13513513513513514
19,1.0,0,0,228888,0,20,2.0,1,0,8,25,454.6,1.0,1.25,227.3,0.3076923076923077
49,1.0,1,0,228890,0,8,0.0,1,0,8,58,297.25,3.0,1.16,74.3125,0.13559322033898305
48,1.0,0,1,228891,1,13,0.0,0,0,7,48,803.19,15.0,0.9795918367346939,50.199375,0.14285714285714285
46,1.0,1,0,228892,0,15,30.0,1,0,0,4,643.43,7.0,0.0851063829787234,80.42875,0.0
55,1.0,1,0,228893,1,14,9.0,0,1,5,33,156.58,4.0,0.5892857142857143,31.316000000000003,0.14705882352941177
36,1.0,1,0,228894,1,12,2.0,1,0,2,48,863.24,10.0,1.2972972972972974,78.47636363636364,0.04081632653061224
28,1.0,1,0,228895,0,27,19.0,1,0,2,57,114.78,29.0,1.9655172413793103,3.826,0.034482758620689655
61,1.0,0,0,228896,0,10,10.0,1,0,6,3,702.45,4.0,0.04838709677419355,140.49,1.5
20,1.0,0,0,228897,1,14,26.0,0,0,3,52,126.83,2.0,2.4761904761904763,42.276666666666664,0.05660377358490566
34,1.0,0,0,228898,0,30,16.0,0,0,1,13,448.03,18.0,0.37142857142857144,23.580526315789474,0.07142857142857142
18,1.0,1,0,228899,0,8,4.0,0,1,3,20,178.63,4.0,1.0526315789473684,35.726,0.14285714285714285
56,1.0,0,0,228900,1,26,5.0,0,0,9,20,637.22,19.0,0.3508771929824561,31.861,0.42857142857142855
22,1.0,1,0,228901,0,9,14.0,1,0,4,16,760.39,10.0,0.6956521739130435,69.12636363636364,0.23529411764705882
35,1.0,0,0,228902,1,21,13.0,0,0,4,52,662.47,22.0,1.4444444444444444,28.80304347826087,0.07547169811320754
59,1.0,1,0,228904,0,27,23.0,0,0,0,56,890.84,18.0,0.9333333333333333,46.886315789473684,0.0
47,1.0,1,0,228905,0,24,5.0,0,0,4,14,328.96,16.0,0.2916666666666667,19.350588235294115,0.26666666666666666
51,1.0,0,0,228906,1,30,10.0,0,0,2,20,827.78,26.0,0.38461538461538464,30.658518518518516,0.09523809523809523
35,1.0,1,0,228907,1,24,11.0,1,0,9,6,618.85,26.0,0.16666666666666666,22.92037037037037,1.2857142857142858
24,1.0,0,0,228908,0,22,28.0,0,0,9,14,609.06,6.0,0.56,87.00857142857141,0.6
65,1.0,0,0,228909,1,8,29.0,1,0,3,45,456.18,18.0,0.6818181818181818,24.009473684210526,0.06521739130434782
35,1.0,0,0,228910,0,10,27.0,0,1,9,34,116.32,4.0,0.9444444444444444,23.264,0.2571428571428571
22,1.0,0,0,228911,1,12,12.0,0,0,9,37,372.98,11.0,1.608695652173913,31.081666666666667,0.23684210526315788
36,1.0,1,0,228912,0,20,18.0,0,1,7,22,625.83,7.0,0.5945945945945946,78.22875,0.30434782608695654
65,1.0,1,0,228913,0,30,21.0,0,1,10,56,622.37,3.0,0.8484848484848485,155.5925,0.17543859649122806
65,1.0,0,1,228914,1,22,11.0,0,0,6,14,258.31,27.0,0.21212121212121213,9.225357142857144,0.4
42,1.0,0,0,228915,0,9,1.0,1,0,3,12,127.16,3.0,0.27906976744186046,31.79,0.23076923076923078
63,1.0,1,0,228916,1,26,9.0,0,0,10,58,748.06,14.0,0.90625,49.870666666666665,0.1694915254237288
30,1.0,0,0,228918,1,13,27.0,0,0,8,14,736.29,22.0,0.45161290322580644,32.01260869565217,0.5333333333333333
60,1.0,0,0,228919,1,27,12.0,1,0,8,49,769.98,26.0,0.8032786885245902,28.517777777777777,0.16
63,1.0,1,0,228922,0,12,18.0,1,0,4,60,730.13,24.0,0.9375,29.2052,0.06557377049180328
38,1.0,1,0,228923,1,18,17.0,1,0,2,51,853.63,15.0,1.3076923076923077,53.351875,0.038461538461538464
22,1.0,0,0,228925,1,4,10.0,0,1,2,6,380.9,21.0,0.2608695652173913,17.313636363636363,0.2857142857142857
40,1.0,1,0,228926,1,9,1.0,0,1,5,15,287.65,22.0,0.36585365853658536,12.506521739130434,0.3125
20,1.0,0,1,228927,1,21,24.0,0,0,3,45,553.88,11.0,2.142857142857143,46.156666666666666,0.06521739130434782
61,1.0,1,0,228928,0,2,8.0,0,1,3,58,159.84,14.0,0.9354838709677419,10.656,0.05084745762711865
57,1.0,0,1,228929,0,9,6.0,1,0,8,56,581.7,30.0,0.9655172413793104,18.76451612903226,0.14035087719298245
27,1.0,0,1,228931,1,6,23.0,0,0,0,44,314.46,2.0,1.5714285714285714,104.82,0.0
46,1.0,0,0,228932,0,19,4.0,1,0,10,46,907.47,5.0,0.9787234042553191,151.245,0.2127659574468085
30,1.0,0,0,228933,1,28,20.0,0,1,4,35,796.9,1.0,1.1290322580645162,398.45,0.1111111111111111
30,1.0,0,1,228934,1,28,3.0,0,1,7,18,334.61,6.0,0.5806451612903226,47.80142857142857,0.3684210526315789
18,1.0,0,0,228935,0,28,19.0,0,0,5,20,600.99,15.0,1.0526315789473684,37.561875,0.23809523809523808
31,1.0,1,0,228936,1,30,4.0,0,1,7,40,115.12,10.0,1.25,10.465454545454547,0.17073170731707318
25,1.0,0,1,228937,1,18,20.0,0,1,7,47,871.95,12.0,1.8076923076923077,67.07307692307693,0.14583333333333334
65,1.0,0,0,228938,1,13,6.0,0,1,4,46,904.3,9.0,0.696969696969697,90.42999999999999,0.0851063829787234
55,1.0,0,0,228939,1,29,9.0,0,0,7,41,331.98,30.0,0.7321428571428571,10.709032258064516,0.16666666666666666
55,1.0,0,0,228940,1,4,5.0,1,0,7,55,642.54,11.0,0.9821428571428571,53.544999999999995,0.125
60,1.0,0,0,228941,1,9,9.0,1,0,6,58,585.74,21.0,0.9508196721311475,26.624545454545455,0.1016949152542373
45,1.0,0,0,228942,0,24,30.0,0,1,1,41,936.02,9.0,0.8913043478260869,93.602,0.023809523809523808
56,1.0,0,0,228943,1,21,25.0,0,1,7,51,963.61,25.0,0.8947368421052632,37.06192307692308,0.1346153846153846
31,1.0,0,0,228944,0,10,10.0,1,0,3,56,120.26,15.0,1.75,7.51625,0.05263157894736842
20,1.0,0,0,228945,0,22,18.0,0,0,1,26,653.33,6.0,1.2380952380952381,93.33285714285715,0.037037037037037035
54,1.0,0,0,228946,0,19,22.0,1,0,0,16,801.36,25.0,0.2909090909090909,30.821538461538463,0.0
40,1.0,0,1,228947,0,22,28.0,0,1,5,43,434.88,24.0,1.048780487804878,17.3952,0.11363636363636363
42,1.0,0,0,228948,0,30,7.0,1,0,6,13,384.69,16.0,0.3023255813953488,22.628823529411765,0.42857142857142855
24,1.0,0,1,228949,0,18,26.0,1,0,2,52,318.34,11.0,2.08,26.528333333333332,0.03773584905660377
62,1.0,0,0,228950,0,10,6.0,0,1,7,8,465.7,6.0,0.12698412698412698,66.52857142857142,0.7777777777777778
24,1.0,0,1,228951,1,19,2.0,1,0,7,1,409.81,21.0,0.04,18.627727272727274,3.5
34,1.0,0,1,228952,1,10,14.0,1,0,2,34,492.47,5.0,0.9714285714285714,82.07833333333333,0.05714285714285714
65,1.0,1,0,228953,1,21,17.0,0,0,3,16,266.27,9.0,0.24242424242424243,26.627,0.17647058823529413
64,1.0,0,0,228954,0,27,18.0,1,0,9,33,699.34,11.0,0.5076923076923077,58.278333333333336,0.2647058823529412
