CustomerID,Age,Tenure,Usage Frequency,Support Calls,Payment Delay,Total Spend,Last Interaction,Churn,Gender_Male,Subscription Type_Premium,Subscription Type_Standard,Contract Length_Quarterly
372690,41,10,23.0,0,8.0,898.26,3,0.0,0,1,0,1
372691,27,60,24.0,2,15.0,688.37,2,0.0,0,1,0,0
372692,50,56,21.0,1,11.0,647.29,21,0.0,1,1,0,1
372693,30,6,25.0,1,12.0,627.28,17,0.0,1,1,0,1
372694,46,36,18.0,2,20.0,599.5,13,0.0,1,1,0,0
372695,28,42,8.0,2,13.0,889.66,18,0.0,1,0,0,1
372696,26,44,21.0,0,3.0,962.86,10,0.0,1,0,0,0
372697,30,42,3.0,1,1.0,797.35,2,0.0,1,0,0,1
372698,34,42,1.0,2,17.0,539.95,11,0.0,0,1,0,0
372699,42,29,28.0,4,11.0,754.58,1,0.0,0,0,0,0
372700,34,20,16.0,0,15.0,680.99,9,0.0,0,0,1,1
372701,46,51,8.0,2,6.0,892.58,6,0.0,1,0,1,0
372702,31,28,21.0,0,19.0,653.58,6,0.0,1,0,0,1
372703,20,52,1.0,1,2.0,741.81,6,0.0,1,0,1,0
372704,50,60,15.0,5,12.0,530.16,19,0.0,1,0,0,1
372705,31,38,1.0,0,16.0,503.96,25,0.0,1,0,1,1
372706,46,51,17.0,1,8.0,652.73,17,0.0,1,0,1,1
372707,24,54,21.0,0,8.0,936.72,14,0.0,0,0,0,1
372708,26,18,19.0,2,6.0,515.48,19,0.0,1,0,1,0
372709,29,49,19.0,2,10.0,709.24,15,0.0,1,0,1,0
372710,41,8,8.0,2,6.0,628.66,29,0.0,1,1,0,0
372711,42,11,27.0,2,9.0,931.15,15,0.0,0,1,0,0
372712,49,43,7.0,4,17.0,962.06,16,0.0,1,0,0,1
372713,20,25,9.0,1,2.0,799.85,15,0.0,1,0,1,1
372714,44,14,17.0,4,18.0,652.94,2,0.0,1,1,0,0
372715,30,52,4.0,3,2.0,846.36,7,0.0,0,0,1,1
372716,48,45,3.0,3,8.0,515.44,8,0.0,1,1,0,1
372717,50,28,8.0,2,16.0,740.64,9,0.0,1,0,1,1
372718,47,53,16.0,3,8.0,904.74,12,0.0,0,0,1,1
372719,24,36,22.0,1,15.0,698.34,6,0.0,0,0,1,1
372720,50,20,22.0,1,10.0,640.94,12,0.0,1,0,0,0
372721,32,53,16.0,1,1.0,685.4,27,0.0,1,1,0,1
372722,31,49,4.0,2,5.0,527.36,27,0.0,1,1,0,1
372723,47,21,12.0,0,16.0,936.1,8,0.0,1,1,0,1
372724,40,6,30.0,1,3.0,559.05,12,0.0,1,0,0,0
372725,44,34,12.0,0,7.0,819.77,14,0.0,1,0,0,1
372726,25,14,21.0,0,16.0,944.06,12,0.0,0,0,0,0
372727,50,54,8.0,0,9.0,920.21,30,0.0,1,0,1,1
372728,45,55,9.0,3,7.0,829.96,6,0.0,1,0,1,0
372729,48,25,13.0,2,18.0,996.22,11,0.0,0,1,0,0
372730,34,44,21.0,1,0.0,809.49,15,0.0,0,0,1,0
372731,33,40,14.0,2,18.0,523.34,10,0.0,1,0,0,0
372732,35,6,11.0,2,2.0,612.97,26,0.0,1,0,0,1
372733,42,41,29.0,3,15.0,556.44,10,0.0,1,0,0,0
372734,31,45,16.0,1,7.0,851.7,13,0.0,1,0,1,0
372735,33,54,2.0,1,16.0,955.62,22,0.0,1,0,1,0
372736,41,59,22.0,2,13.0,810.04,25,0.0,1,1,0,1
372737,40,20,11.0,4,15.0,894.71,26,0.0,1,1,0,0
372738,36,56,27.0,3,12.0,540.79,14,0.0,0,1,0,0
372739,44,37,30.0,4,8.0,511.09,2,0.0,0,0,1,0
372740,26,19,12.0,0,5.0,647.64,14,0.0,0,0,0,1
372741,33,30,6.0,2,20.0,885.17,3,0.0,0,0,0,1
372742,47,50,2.0,3,12.0,933.98,11,0.0,1,0,1,0
372743,47,12,11.0,1,18.0,580.44,9,0.0,1,1,0,0
372744,38,9,29.0,3,13.0,918.19,15,0.0,1,1,0,0
372745,33,28,15.0,1,1.0,964.43,27,0.0,1,0,1,0
372746,29,6,26.0,1,3.0,947.16,15,0.0,1,0,0,0
372747,44,39,29.0,2,10.0,888.48,15,0.0,1,0,0,0
372748,34,6,7.0,1,1.0,948.81,22,0.0,1,0,1,0
372749,48,59,20.0,1,7.0,574.18,5,0.0,1,0,1,0
372750,20,12,25.0,1,3.0,867.14,10,0.0,0,0,1,1
372751,30,10,17.0,2,0.0,703.57,18,0.0,1,0,0,1
372752,32,17,16.0,0,5.0,867.36,11,0.0,1,0,1,0
372753,23,60,21.0,2,8.0,729.11,30,0.0,1,0,0,0
372754,40,36,13.0,2,7.0,626.73,11,0.0,0,0,1,0
372755,30,35,4.0,0,4.0,873.53,13,0.0,1,0,1,0
372756,32,47,14.0,0,12.0,501.01,27,0.0,1,0,0,1
372757,38,45,12.0,1,11.0,638.31,16,0.0,1,0,0,1
372758,49,1,30.0,4,14.0,893.68,30,0.0,1,0,1,0
372759,19,1,15.0,0,16.0,649.16,3,0.0,0,0,1,1
372760,32,27,6.0,0,18.0,733.7,2,0.0,1,0,0,0
372761,36,21,17.0,0,13.0,579.58,10,0.0,0,0,1,1
372762,36,35,29.0,0,11.0,858.83,15,0.0,0,1,0,1
372763,33,54,23.0,0,0.0,596.44,7,0.0,1,1,0,1
372764,39,39,7.0,2,20.0,525.7,15,0.0,1,0,1,1
372765,35,15,15.0,2,10.0,606.19,25,0.0,1,0,1,0
372766,38,36,14.0,2,5.0,505.89,6,0.0,0,1,0,0
372767,25,34,19.0,0,14.0,937.63,26,0.0,1,0,0,0
372768,28,41,29.0,1,13.0,914.95,25,0.0,1,1,0,1
372769,48,11,29.0,3,17.0,649.93,21,0.0,1,0,0,0
372770,33,41,8.0,2,10.0,937.85,5,0.0,1,0,0,0
372771,41,39,6.0,4,5.0,547.39,2,0.0,0,1,0,0
372772,46,33,19.0,4,3.0,635.81,30,0.0,1,0,0,1
372773,42,42,15.0,4,12.0,842.11,6,0.0,1,0,1,1
372774,26,19,21.0,0,16.0,519.49,22,0.0,1,0,0,1
372775,42,19,21.0,1,14.0,564.56,2,0.0,0,0,1,0
372776,34,2,4.0,1,0.0,997.86,10,0.0,0,0,1,1
372777,41,51,11.0,3,9.0,968.49,10,0.0,0,0,1,1
372778,31,26,2.0,2,8.0,752.08,19,0.0,1,1,0,0
372779,28,52,22.0,2,8.0,561.82,23,0.0,1,1,0,1
372780,30,17,18.0,3,17.0,779.66,1,0.0,0,0,1,0
372781,30,55,6.0,0,10.0,598.02,25,0.0,1,0,0,0
372782,26,11,6.0,2,5.0,617.51,17,0.0,1,0,1,0
372783,41,28,5.0,3,4.0,923.73,11,0.0,1,0,1,1
372784,24,58,30.0,2,5.0,689.69,5,0.0,1,0,1,1
372785,35,46,5.0,1,16.0,922.36,16,0.0,1,0,1,0
372786,48,39,6.0,1,11.0,716.58,19,0.0,1,0,1,0
372787,22,15,23.0,0,11.0,610.83,9,0.0,0,1,0,0
372788,45,52,18.0,0,15.0,773.88,6,0.0,0,0,0,0
372789,41,36,17.0,2,6.0,849.67,1,0.0,0,0,0,0
372790,50,18,18.0,3,15.0,546.36,8,0.0,0,0,0,1
372791,44,43,18.0,1,17.0,632.93,9,0.0,1,0,0,0
372792,34,33,17.0,3,14.0,942.27,27,0.0,1,0,1,0
372793,32,57,19.0,1,0.0,750.1,14,0.0,0,0,0,0
372794,42,58,9.0,1,17.0,591.1,13,0.0,1,0,0,0
372795,29,48,5.0,2,19.0,836.48,15,0.0,0,1,0,0
372796,35,34,28.0,3,0.0,583.17,21,0.0,1,0,0,0
372797,21,21,24.0,1,3.0,916.6,3,0.0,0,1,0,0
372798,27,54,28.0,1,15.0,565.19,17,0.0,1,1,0,1
372799,47,56,8.0,3,16.0,512.08,3,0.0,1,0,0,1
372800,38,56,27.0,3,4.0,703.12,4,0.0,0,1,0,0
372801,43,1,19.0,3,6.0,980.99,30,0.0,1,1,0,1
372802,36,40,30.0,1,7.0,847.75,27,0.0,1,0,1,1
372803,22,13,18.0,1,5.0,737.97,6,0.0,0,1,0,1
372804,50,23,25.0,2,18.0,972.12,4,0.0,1,0,0,1
372805,41,30,5.0,0,7.0,657.12,14,0.0,1,1,0,0
372806,50,7,25.0,0,19.0,696.55,23,0.0,1,0,1,0
372807,38,17,24.0,0,20.0,749.37,15,0.0,1,0,0,0
372808,29,11,23.0,0,6.0,994.05,5,0.0,0,0,0,1
372809,36,55,7.0,0,7.0,556.73,17,0.0,1,1,0,0
372810,24,58,14.0,0,16.0,833.73,26,0.0,1,0,1,1
372811,43,52,9.0,0,10.0,821.68,23,0.0,1,0,1,1
372812,45,13,23.0,0,20.0,914.45,7,0.0,0,0,1,1
372813,26,46,4.0,2,17.0,506.31,1,0.0,1,0,1,0
372814,45,22,28.0,3,14.0,612.29,16,0.0,1,0,0,1
372815,47,56,16.0,2,10.0,871.14,14,0.0,0,0,1,0
372816,34,57,6.0,1,18.0,642.32,2,0.0,1,0,0,1
372817,44,58,14.0,1,18.0,693.28,30,0.0,1,0,0,1
372818,43,37,7.0,1,5.0,500.71,13,0.0,0,1,0,1
372819,43,16,13.0,2,6.0,654.59,28,0.0,1,0,1,1
372820,30,6,27.0,1,3.0,614.73,12,0.0,0,0,0,1
372821,33,43,5.0,0,1.0,530.78,16,0.0,1,0,1,1
372822,40,15,27.0,3,20.0,765.84,4,0.0,0,0,0,0
372823,30,26,6.0,0,6.0,949.2,12,0.0,1,0,0,0
372824,26,47,20.0,2,16.0,938.37,7,0.0,0,0,1,1
372825,32,30,10.0,1,7.0,792.75,30,0.0,1,1,0,0
372826,39,18,13.0,2,13.0,985.82,14,0.0,1,1,0,0
372827,33,52,29.0,3,12.0,632.12,18,0.0,1,1,0,1
372828,29,48,24.0,0,12.0,538.98,5,0.0,1,0,1,0
372829,46,13,23.0,3,16.0,534.95,8,0.0,0,1,0,0
372830,34,6,11.0,1,0.0,851.01,3,0.0,1,0,0,1
372831,28,42,1.0,1,0.0,829.29,5,0.0,0,1,0,0
372832,45,41,20.0,2,4.0,847.95,2,0.0,0,0,0,0
372833,23,13,15.0,1,6.0,609.44,13,0.0,1,0,0,0
372834,21,25,12.0,0,8.0,626.88,16,0.0,1,1,0,1
372835,47,11,23.0,2,20.0,895.07,5,0.0,1,1,0,1
372836,30,54,8.0,3,9.0,553.59,5,0.0,1,0,1,0
372837,39,42,20.0,0,8.0,550.21,13,0.0,0,0,1,1
372838,50,51,15.0,5,16.0,600.02,13,0.0,0,0,0,0
372839,36,12,30.0,1,16.0,734.96,19,0.0,1,1,0,0
372840,26,42,27.0,2,14.0,695.71,1,0.0,1,0,0,1
372841,48,2,25.0,2,4.0,603.95,29,0.0,1,0,1,0
372842,48,2,24.0,2,10.0,977.47,24,0.0,1,0,1,1
372843,44,35,13.0,2,18.0,886.26,1,0.0,1,0,0,0
372844,27,34,4.0,0,18.0,536.45,14,0.0,1,0,0,1
372845,38,28,14.0,1,16.0,766.89,21,0.0,1,0,0,0
372846,34,6,20.0,1,12.0,914.42,21,0.0,1,0,0,0
372847,45,6,21.0,4,5.0,799.19,1,0.0,0,0,0,1
372848,44,51,27.0,4,20.0,705.96,29,0.0,1,0,1,1
372849,30,49,7.0,2,7.0,971.72,7,0.0,1,1,0,0
372850,35,16,21.0,0,2.0,803.46,24,0.0,1,0,1,0
372851,49,22,20.0,2,20.0,717.39,19,0.0,1,0,1,1
372852,30,45,20.0,3,16.0,510.57,4,0.0,1,0,1,1
372853,43,25,11.0,0,6.0,779.69,4,0.0,0,0,0,0
372854,38,60,12.0,1,0.0,608.67,23,0.0,1,1,0,1
372855,39,38,11.0,2,18.0,811.56,18,0.0,1,0,1,1
372856,21,40,22.0,0,14.0,762.08,14,0.0,0,0,1,1
372857,27,57,20.0,1,5.0,562.07,12,0.0,1,0,1,0
372858,34,3,17.0,2,4.0,787.48,12,0.0,0,0,1,1
372859,37,43,29.0,1,13.0,945.91,12,0.0,1,0,0,0
372860,24,4,4.0,2,0.0,918.42,9,0.0,0,0,1,0
372861,50,29,28.0,2,20.0,976.1,24,0.0,1,1,0,0
372862,23,55,28.0,2,11.0,583.63,15,0.0,0,0,0,1
372863,49,29,27.0,3,5.0,854.21,26,0.0,1,0,1,0
372864,48,36,14.0,4,12.0,777.79,5,0.0,0,1,0,1
372865,22,53,30.0,2,1.0,945.33,8,0.0,0,0,1,1
372866,46,20,24.0,2,4.0,614.18,4,0.0,1,1,0,0
372867,32,10,1.0,0,16.0,872.45,28,0.0,1,1,0,1
372868,46,57,24.0,4,11.0,993.52,22,0.0,1,0,1,1
372869,40,22,15.0,3,6.0,958.44,30,0.0,1,0,1,0
372870,43,53,29.0,4,18.0,815.37,20,0.0,1,0,0,1
372871,36,6,30.0,3,15.0,883.67,19,0.0,1,0,1,0
372872,34,41,29.0,0,17.0,722.06,20,0.0,1,1,0,0
372873,37,49,26.0,0,10.0,574.04,15,0.0,1,0,0,1
372874,42,48,3.0,3,0.0,934.78,14,0.0,0,0,1,1
372875,24,35,22.0,1,5.0,535.05,2,0.0,1,1,0,0
372876,48,45,22.0,4,9.0,688.29,20,0.0,1,0,0,0
372877,33,4,23.0,1,19.0,568.64,12,0.0,1,0,1,1
372878,25,12,12.0,2,13.0,583.53,24,0.0,1,0,0,1
372879,21,32,19.0,2,11.0,896.6,1,0.0,1,0,1,0
372880,47,45,11.0,1,12.0,850.5,7,0.0,0,1,0,1
372881,37,45,3.0,1,17.0,988.38,14,0.0,0,0,1,1
372882,42,9,5.0,2,5.0,517.65,16,0.0,1,0,0,0
372883,45,38,24.0,2,6.0,938.42,18,0.0,1,0,1,0
372884,42,60,15.0,1,13.0,606.68,13,0.0,0,0,0,1
372885,42,58,7.0,1,13.0,912.04,5,0.0,0,0,1,1
372886,48,8,25.0,2,19.0,809.62,9,0.0,0,0,0,0
372887,29,19,28.0,0,12.0,939.66,17,0.0,1,1,0,1
372888,39,47,8.0,3,1.0,595.21,10,0.0,1,1,0,0
372889,32,1,4.0,2,20.0,910.04,11,0.0,1,1,0,1
372890,42,58,17.0,1,4.0,705.35,15,0.0,0,0,0,0
372891,45,34,24.0,0,8.0,962.52,4,0.0,0,0,0,1
372892,23,50,5.0,2,19.0,877.34,6,0.0,0,1,0,0
372893,40,54,8.0,4,7.0,901.48,3,0.0,1,1,0,1
372894,30,4,4.0,0,6.0,755.17,7,0.0,0,1,0,0
372895,29,32,10.0,0,13.0,764.7,9,0.0,1,0,0,1
372896,31,46,10.0,2,12.0,939.41,5,0.0,0,0,0,1
372897,25,58,6.0,0,8.0,529.28,27,0.0,1,1,0,0
372898,22,29,24.0,0,3.0,598.36,5,0.0,1,0,0,0
372899,30,31,13.0,0,8.0,881.9,8,0.0,0,1,0,1
372900,33,20,22.0,3,12.0,859.04,13,0.0,1,1,0,0
372901,26,29,15.0,1,19.0,662.15,19,0.0,1,0,1,1
372902,50,37,19.0,4,3.0,931.85,28,0.0,1,0,1,1
372903,48,55,19.0,3,4.0,892.93,17,0.0,1,1,0,1
372904,49,60,25.0,0,10.0,523.65,27,0.0,1,0,0,1
372905,46,34,5.0,4,12.0,826.39,16,0.0,1,0,0,1
372906,29,20,14.0,1,4.0,960.35,17,0.0,1,0,0,1
372907,38,57,10.0,0,10.0,928.55,12,0.0,0,1,0,1
372908,40,19,29.0,0,19.0,621.53,2,0.0,0,0,0,1
372909,32,11,18.0,2,4.0,639.33,14,0.0,1,1,0,1
372910,42,5,4.0,3,1.0,642.9,12,0.0,1,1,0,0
372911,49,48,8.0,4,18.0,774.74,1,0.0,1,1,0,1
372912,33,11,20.0,2,0.0,808.42,11,0.0,0,0,1,0
372913,33,10,20.0,3,15.0,722.34,28,0.0,1,0,0,0
372914,43,33,12.0,4,9.0,800.37,11,0.0,0,1,0,0
372915,30,19,16.0,0,10.0,733.78,11,0.0,1,0,1,0
372916,47,43,7.0,3,17.0,915.71,22,0.0,1,0,0,0
372917,47,43,6.0,4,6.0,915.72,22,0.0,1,1,0,1
372918,47,36,13.0,4,13.0,553.54,17,0.0,1,1,0,0
372919,34,43,2.0,0,11.0,742.48,3,0.0,0,0,0,0
372920,26,27,6.0,2,6.0,733.66,20,0.0,1,1,0,1
372921,42,32,26.0,2,7.0,905.22,20,0.0,1,0,0,1
372922,28,4,29.0,0,15.0,861.22,16,0.0,1,1,0,1
372923,24,40,11.0,2,2.0,742.92,19,0.0,1,1,0,1
372924,28,51,6.0,1,17.0,558.09,27,0.0,1,0,0,0
372925,35,52,17.0,1,10.0,619.33,25,0.0,1,0,1,0
372926,36,50,20.0,0,14.0,939.9,6,0.0,1,0,1,1
372927,45,19,23.0,3,15.0,611.67,7,0.0,1,1,0,1
372928,18,38,4.0,0,18.0,511.35,18,0.0,1,0,0,1
372929,30,31,18.0,2,5.0,760.12,11,0.0,0,0,1,0
372930,39,39,8.0,1,11.0,581.7,11,0.0,1,0,1,1
372931,29,13,12.0,1,19.0,862.68,11,0.0,1,0,0,0
372932,44,40,3.0,2,5.0,768.46,7,0.0,1,1,0,1
372933,46,10,5.0,2,2.0,579.49,19,0.0,1,0,0,0
372934,47,29,12.0,0,10.0,551.02,23,0.0,1,0,1,1
372935,33,22,13.0,1,13.0,734.46,10,0.0,0,1,0,1
372936,27,5,15.0,0,16.0,953.68,20,0.0,1,1,0,0
372937,43,48,7.0,1,18.0,670.96,11,0.0,1,0,0,0
372938,30,28,14.0,0,15.0,804.44,11,0.0,0,1,0,1
372939,41,52,19.0,0,1.0,921.54,1,0.0,1,0,0,1
372940,45,33,6.0,0,1.0,617.94,10,0.0,1,0,0,1
372941,50,35,28.0,5,6.0,563.85,17,0.0,1,0,0,0
372942,27,45,22.0,1,20.0,565.97,8,0.0,0,1,0,1
372943,48,2,22.0,1,9.0,662.48,6,0.0,0,1,0,0
372944,38,16,16.0,3,17.0,798.19,8,0.0,0,0,0,1
372945,30,48,27.0,1,12.0,751.73,12,0.0,0,0,0,0
372946,30,37,12.0,2,18.0,689.39,5,0.0,0,0,0,0
372947,23,26,22.0,2,9.0,854.41,18,0.0,1,0,0,1
372948,37,18,17.0,0,2.0,506.79,3,0.0,0,0,1,1
372949,46,7,18.0,2,9.0,598.42,7,0.0,0,0,1,0
372950,48,10,18.0,0,17.0,571.38,15,0.0,0,0,0,1
372951,18,14,16.0,0,1.0,567.51,3,0.0,0,1,0,1
372952,43,1,17.0,3,7.0,630.69,7,0.0,1,1,0,0
372953,45,12,11.0,2,13.0,976.76,12,0.0,1,0,1,0
372954,45,44,14.0,3,13.0,995.38,8,0.0,0,0,0,0
372955,31,54,30.0,2,20.0,648.4,7,0.0,1,0,0,0
372956,35,32,26.0,2,14.0,779.19,26,0.0,1,0,1,0
372957,22,45,15.0,2,10.0,580.77,3,0.0,1,0,1,0
372958,28,58,14.0,0,2.0,889.82,27,0.0,1,0,0,0
372959,49,35,3.0,3,20.0,807.33,12,0.0,0,0,0,0
372960,20,52,14.0,0,11.0,979.14,15,0.0,1,0,0,1
372961,44,49,18.0,0,6.0,569.32,19,0.0,1,0,1,0
372962,25,43,29.0,2,6.0,971.89,12,0.0,1,1,0,0
372963,18,48,13.0,0,14.0,981.85,8,0.0,0,1,0,1
372964,34,6,29.0,1,18.0,824.17,16,0.0,1,1,0,0
372965,21,32,2.0,1,6.0,972.78,17,0.0,1,1,0,0
372966,44,17,11.0,3,13.0,950.21,2,0.0,1,0,1,1
372967,46,41,10.0,0,13.0,670.76,6,0.0,1,0,1,1
372968,38,53,30.0,2,15.0,550.44,17,0.0,1,0,0,0
372969,43,34,26.0,3,8.0,511.7,4,0.0,0,0,1,0
372970,29,59,12.0,1,7.0,797.94,26,0.0,1,1,0,1
372971,44,43,17.0,3,10.0,644.55,3,0.0,0,1,0,1
372972,24,41,25.0,2,9.0,840.15,2,0.0,0,0,0,0
372973,19,12,25.0,1,20.0,791.6,18,0.0,1,0,1,0
372974,35,6,9.0,3,3.0,886.53,18,0.0,1,0,0,0
372975,41,2,14.0,3,12.0,522.85,1,0.0,0,0,1,0
372976,45,28,18.0,1,10.0,837.09,13,0.0,1,0,1,0
372977,40,28,27.0,2,17.0,745.07,10,0.0,0,1,0,1
372978,45,7,20.0,0,18.0,594.78,20,0.0,1,0,1,0
372979,20,48,22.0,1,20.0,618.05,10,0.0,1,0,0,1
372980,48,57,4.0,4,1.0,708.2,26,0.0,1,0,1,0
372981,18,6,20.0,0,4.0,570.96,4,0.0,1,0,1,1
372982,35,6,3.0,3,12.0,675.74,5,0.0,0,1,0,0
372983,31,23,15.0,2,10.0,823.98,10,0.0,1,0,0,1
372984,32,53,7.0,2,5.0,666.39,8,0.0,0,0,1,0
372985,47,59,1.0,4,1.0,714.71,9,0.0,0,1,0,0
372986,47,58,21.0,4,20.0,975.03,21,0.0,1,1,0,1
372987,18,1,28.0,1,12.0,799.33,18,0.0,1,1,0,0
372988,34,11,10.0,1,12.0,919.9,19,0.0,1,0,0,0
372989,40,51,5.0,3,14.0,928.18,21,0.0,1,1,0,0
372990,35,22,13.0,3,16.0,701.23,2,0.0,0,0,1,0
372991,35,14,13.0,2,14.0,585.41,3,0.0,1,0,0,0
372992,39,44,22.0,3,19.0,581.18,27,0.0,1,1,0,0
372993,44,21,25.0,3,9.0,914.33,15,0.0,0,1,0,1
372994,49,45,4.0,3,0.0,778.13,8,0.0,1,0,0,0
372995,50,10,18.0,0,15.0,811.19,13,0.0,0,1,0,1
372996,30,26,28.0,2,9.0,886.76,25,0.0,1,0,0,1
372997,24,49,10.0,0,0.0,501.27,23,0.0,1,0,0,0
372998,38,39,11.0,3,11.0,626.16,23,0.0,1,0,0,0
372999,43,50,1.0,0,4.0,720.13,1,0.0,0,0,0,1
373000,42,21,14.0,3,6.0,580.87,13,0.0,1,0,0,0
373001,31,43,10.0,2,0.0,628.56,17,0.0,1,1,0,0
373002,25,35,4.0,2,10.0,614.94,8,0.0,0,0,0,1
373003,42,54,28.0,2,13.0,874.02,5,0.0,1,0,1,1
373004,39,29,27.0,3,3.0,843.63,17,0.0,1,1,0,1
373005,26,45,24.0,1,13.0,671.29,21,0.0,1,1,0,1
373006,24,17,27.0,0,15.0,644.85,18,0.0,1,0,1,0
373007,27,36,2.0,0,14.0,891.07,5,0.0,0,0,0,1
373008,42,27,3.0,0,10.0,756.46,15,0.0,0,0,1,1
373009,26,38,21.0,0,1.0,881.09,13,0.0,1,0,0,1
373010,27,54,26.0,1,2.0,925.74,23,0.0,1,0,1,1
373011,40,39,25.0,3,2.0,558.09,3,0.0,0,0,0,1
373012,43,24,29.0,3,13.0,914.53,5,0.0,1,1,0,1
373013,43,27,3.0,0,6.0,956.18,4,0.0,0,0,0,0
373014,50,26,29.0,2,14.0,743.06,10,0.0,0,0,1,0
373015,29,58,6.0,2,3.0,553.27,4,0.0,1,1,0,1
373016,25,53,10.0,0,9.0,554.06,13,0.0,1,1,0,0
373017,46,7,10.0,2,6.0,882.01,4,0.0,1,0,1,1
373018,43,32,26.0,2,4.0,657.97,17,0.0,1,0,1,0
373019,35,55,4.0,2,7.0,609.53,5,0.0,1,0,0,0
373020,44,8,7.0,3,20.0,914.31,14,0.0,1,1,0,1
373021,35,55,29.0,3,20.0,990.93,25,0.0,1,0,0,1
373022,29,53,3.0,2,15.0,500.42,3,0.0,0,0,1,0
373023,50,8,24.0,5,14.0,764.03,14,0.0,1,1,0,1
373024,40,51,22.0,3,13.0,838.73,8,0.0,1,0,1,0
373025,50,49,5.0,3,16.0,640.91,9,0.0,1,0,1,0
373026,33,20,16.0,2,20.0,961.78,13,0.0,0,1,0,1
373027,46,45,4.0,2,18.0,664.19,13,0.0,0,0,1,1
373028,47,11,5.0,2,7.0,593.25,8,0.0,1,1,0,0
373029,50,7,28.0,4,3.0,875.85,23,0.0,1,0,1,1
373030,42,9,4.0,0,6.0,585.92,10,0.0,1,1,0,0
373031,28,43,21.0,2,14.0,980.5,2,0.0,1,0,0,1
373032,34,32,23.0,3,17.0,535.9,17,0.0,1,1,0,1
373033,34,32,29.0,3,20.0,806.58,11,0.0,0,0,1,0
373034,43,54,25.0,3,8.0,791.6,10,0.0,1,0,0,1
373035,47,29,20.0,4,14.0,508.01,25,0.0,1,0,1,0
373036,22,47,28.0,0,2.0,702.24,25,0.0,1,0,1,1
373037,43,19,26.0,4,16.0,798.84,8,0.0,0,0,1,1
373038,35,44,6.0,2,3.0,582.54,14,0.0,1,0,1,1
373039,31,2,24.0,3,4.0,849.33,6,0.0,1,0,1,0
373040,42,13,17.0,1,13.0,834.04,4,0.0,1,0,0,1
373041,27,55,29.0,1,19.0,796.35,3,0.0,1,0,0,0
373042,46,59,10.0,3,10.0,968.75,13,0.0,0,1,0,0
373043,32,21,11.0,2,16.0,627.18,17,0.0,1,0,0,0
373044,49,22,24.0,1,18.0,701.63,13,0.0,0,1,0,0
373045,49,51,5.0,3,3.0,937.25,22,0.0,1,0,0,0
373046,23,21,25.0,2,0.0,636.45,27,0.0,1,0,1,1
373047,36,7,29.0,1,11.0,877.99,17,0.0,1,1,0,0
373048,21,10,24.0,1,18.0,565.6,12,0.0,1,1,0,1
373049,22,32,10.0,1,19.0,637.47,29,0.0,1,0,1,1
373050,48,53,18.0,2,16.0,561.12,24,0.0,1,0,1,0
373051,35,36,10.0,2,2.0,768.8,22,0.0,1,0,0,0
373052,47,47,16.0,1,14.0,855.16,8,0.0,0,1,0,0
373053,47,11,15.0,0,1.0,511.77,1,0.0,0,0,1,0
373054,37,37,10.0,3,20.0,506.2,3,0.0,1,1,0,1
373055,44,5,1.0,0,1.0,633.51,30,0.0,1,0,1,1
373056,27,54,20.0,0,8.0,591.48,14,0.0,1,0,0,0
373057,31,44,5.0,0,20.0,806.0,15,0.0,1,0,1,1
373058,33,54,8.0,1,14.0,617.87,19,0.0,1,0,1,1
373059,18,33,1.0,1,1.0,824.02,12,0.0,0,0,1,1
373060,46,34,16.0,3,10.0,656.82,3,0.0,1,0,1,0
373061,37,55,2.0,0,5.0,709.95,10,0.0,0,0,0,0
373062,39,26,8.0,3,9.0,645.01,10,0.0,1,0,0,0
373063,46,3,22.0,2,3.0,819.57,16,0.0,1,0,1,0
373064,28,21,15.0,1,2.0,770.66,4,0.0,0,0,1,1
373065,31,60,7.0,3,19.0,550.27,4,0.0,0,0,1,1
373066,34,52,30.0,2,19.0,621.17,20,0.0,1,1,0,0
373067,40,2,1.0,1,3.0,873.09,20,0.0,1,0,1,1
373068,32,25,15.0,0,11.0,727.75,14,0.0,1,0,1,0
373069,21,15,10.0,1,3.0,969.49,2,0.0,1,0,1,1
373070,42,3,28.0,2,11.0,679.2,18,0.0,1,1,0,1
373071,50,28,3.0,2,5.0,605.24,13,0.0,0,0,1,0
373072,25,26,20.0,2,7.0,607.62,25,0.0,1,0,0,1
373073,49,22,11.0,2,15.0,612.55,2,0.0,1,1,0,1
373074,42,49,21.0,2,14.0,507.55,14,0.0,1,1,0,0
373075,36,56,23.0,3,17.0,506.93,1,0.0,1,0,0,0
373076,38,40,18.0,2,18.0,682.86,3,0.0,0,0,0,0
373077,30,18,11.0,0,20.0,943.96,1,0.0,1,0,1,0
373078,47,38,8.0,2,3.0,925.6,17,0.0,1,1,0,1
373079,27,36,23.0,0,11.0,982.2,17,0.0,1,0,1,0
373080,37,47,24.0,0,9.0,717.57,22,0.0,1,1,0,0
373081,33,34,25.0,3,17.0,798.67,2,0.0,1,0,0,0
373082,44,4,2.0,1,20.0,555.42,13,0.0,0,1,0,0
373083,41,51,8.0,3,6.0,613.3,15,0.0,1,0,1,0
373084,37,3,21.0,2,19.0,731.95,6,0.0,1,1,0,1
373085,48,24,15.0,3,7.0,699.57,13,0.0,0,0,0,0
373086,31,25,5.0,0,9.0,534.72,10,0.0,0,0,1,0
