CustomerID,Age,Tenure,Usage Frequency,Support Calls,Payment Delay,Total Spend,Last Interaction,Churn,Gender_Male,Subscription Type_Premium,Subscription Type_Standard,Contract Length_Monthly,Contract Length_Quarterly
7968,62,19,8.0,7,28.0,422.0,17,1.0,0,1,0,0,1
7969,45,56,18.0,5,18.0,930.0,13,1.0,0,0,0,0,0
7970,31,12,30.0,5,20.0,539.0,7,1.0,1,1,0,1,0
7971,18,39,20.0,1,19.0,530.0,25,0.0,1,1,0,0,1
7972,40,9,1.0,0,13.0,523.0,28,1.0,0,0,0,0,0
7973,44,56,23.0,5,21.0,103.0,2,1.0,1,0,1,0,0
7974,44,15,19.0,4,18.0,550.0,21,0.0,1,1,0,0,0
7975,32,47,28.0,10,21.0,208.0,4,1.0,0,0,1,0,1
7976,20,22,25.0,5,13.0,362.0,11,1.0,0,0,0,0,0
7977,35,59,23.0,10,17.0,928.0,1,1.0,1,1,0,0,0
7978,52,45,7.0,6,7.0,801.0,6,1.0,0,1,0,1,0
7979,53,55,20.0,0,3.0,467.0,21,1.0,0,0,1,0,1
7980,54,58,13.0,10,16.0,990.0,27,1.0,0,1,0,1,0
7981,33,44,11.0,5,17.0,610.0,15,1.0,0,0,1,0,0
7982,41,17,21.0,7,0.0,293.0,21,1.0,1,0,0,0,1
7983,37,20,1.0,6,9.0,725.0,29,1.0,1,0,1,1,0
7984,41,59,1.0,6,6.0,532.0,25,1.0,1,1,0,0,0
7985,51,31,3.0,3,13.0,905.0,10,1.0,0,0,1,1,0
7986,22,11,20.0,4,5.0,816.0,23,1.0,0,0,0,0,1
7987,38,14,16.0,0,12.0,491.0,28,1.0,0,1,0,0,0
7988,53,44,13.0,8,6.0,763.0,16,1.0,1,0,1,0,0
7989,32,11,24.0,2,28.0,540.0,5,1.0,1,1,0,0,0
7990,23,12,29.0,4,23.0,749.0,13,1.0,0,1,0,0,0
7991,46,49,21.0,2,17.0,316.0,29,1.0,1,0,0,0,0
7992,65,9,10.0,5,23.0,174.0,3,1.0,0,0,0,1,0
7993,35,20,18.0,8,6.0,352.0,10,1.0,0,1,0,0,0
7994,29,1,4.0,3,5.0,284.0,20,1.0,0,0,0,1,0
7995,35,18,16.0,10,15.0,365.0,12,1.0,0,0,1,0,1
7996,54,45,5.0,8,10.0,384.0,16,1.0,1,0,1,1,0
7997,63,3,6.0,0,4.0,456.0,8,1.0,1,1,0,1,0
7998,26,40,24.0,2,5.0,115.0,4,1.0,1,0,0,1,0
7999,18,35,2.0,9,29.0,174.0,10,1.0,1,0,1,0,0
8000,35,26,17.0,10,6.0,680.0,7,1.0,1,1,0,1,0
8001,28,32,28.0,10,0.0,921.0,6,1.0,0,0,1,0,0
8002,43,56,18.0,2,22.0,666.0,18,1.0,1,0,0,0,0
8003,52,45,1.0,1,24.0,747.0,26,1.0,1,1,0,0,0
8004,61,22,4.0,1,30.0,849.0,26,1.0,0,0,1,0,1
8005,32,39,1.0,5,25.0,643.0,11,1.0,1,0,0,0,0
8006,21,38,11.0,0,10.0,691.0,9,0.0,0,0,0,0,1
8007,50,23,29.0,9,13.0,315.0,21,1.0,1,0,0,0,1
8008,44,33,5.0,10,2.0,771.0,4,1.0,0,1,0,0,1
8009,20,20,26.0,7,18.0,135.0,21,1.0,1,0,0,0,0
8010,57,54,25.0,0,4.0,773.0,26,1.0,1,1,0,0,1
8011,18,14,3.0,1,20.0,932.0,26,1.0,0,1,0,0,1
8012,41,32,10.0,2,24.0,807.0,13,1.0,1,0,1,1,0
8013,22,13,26.0,5,7.0,369.0,15,1.0,0,1,0,0,1
8014,61,16,7.0,7,29.0,398.0,16,1.0,1,0,1,1,0
8015,53,25,28.0,1,9.0,807.0,17,1.0,1,1,0,1,0
8016,18,23,4.0,8,19.0,735.0,21,1.0,0,1,0,1,0
8017,59,15,15.0,9,13.0,580.0,6,1.0,1,1,0,0,1
8018,22,8,19.0,1,29.0,571.0,6,1.0,0,1,0,0,1
8019,24,59,21.0,6,26.0,826.0,26,1.0,0,1,0,0,0
8020,33,60,8.0,1,4.0,921.0,25,0.0,1,0,1,0,1
8021,50,26,24.0,8,22.0,183.0,29,1.0,0,1,0,1,0
8022,32,35,16.0,7,11.0,289.0,8,1.0,1,0,1,1,0
8023,54,59,5.0,2,0.0,168.0,11,1.0,1,0,1,0,0
8024,42,33,5.0,0,22.0,348.0,28,1.0,0,1,0,1,0
8025,41,23,9.0,9,29.0,579.0,6,1.0,1,0,0,1,0
8026,60,47,5.0,3,23.0,386.0,5,1.0,1,0,0,1,0
8027,41,1,18.0,0,28.0,792.0,1,1.0,1,1,0,0,1
8028,41,3,15.0,6,11.0,641.0,9,1.0,1,0,0,1,0
8029,63,2,18.0,7,30.0,270.0,22,1.0,0,1,0,1,0
8030,54,51,9.0,9,24.0,236.0,13,1.0,1,0,1,0,1
8031,53,52,9.0,5,7.0,867.0,24,1.0,0,1,0,0,1
8032,53,54,18.0,4,15.0,712.0,15,1.0,1,0,1,1,0
8033,33,44,23.0,2,9.0,965.0,29,0.0,1,0,1,0,0
8034,41,8,30.0,7,22.0,369.0,29,1.0,0,0,0,0,0
8035,51,36,20.0,3,24.0,703.0,20,1.0,1,0,0,0,0
8036,59,45,12.0,10,29.0,552.0,25,1.0,1,1,0,0,1
8037,47,19,23.0,0,7.0,424.0,1,1.0,1,0,1,1,0
8038,56,44,19.0,10,11.0,374.0,17,1.0,1,1,0,0,1
8039,24,25,24.0,4,10.0,691.0,16,1.0,0,0,0,1,0
8040,37,55,4.0,3,18.0,391.0,28,1.0,0,0,0,0,1
8041,20,10,24.0,4,4.0,548.0,3,1.0,1,0,1,0,0
8042,50,44,6.0,5,5.0,537.0,13,1.0,1,0,1,1,0
8043,28,18,19.0,8,26.0,954.0,6,1.0,0,0,1,0,1
8044,46,34,30.0,10,11.0,949.0,1,1.0,0,0,0,0,0
8045,58,22,23.0,1,9.0,797.0,3,1.0,0,0,0,0,1
8046,38,10,15.0,0,17.0,710.0,5,0.0,1,0,1,0,1
8047,32,39,17.0,2,24.0,211.0,11,1.0,0,0,0,0,1
8048,62,14,7.0,10,29.0,675.0,14,1.0,1,0,0,0,1
8049,49,53,6.0,7,3.0,909.0,4,1.0,0,0,1,1,0
8050,26,14,15.0,10,28.0,429.0,15,1.0,0,0,1,1,0
8051,55,37,3.0,2,10.0,333.0,9,1.0,1,0,1,0,0
8052,20,55,12.0,1,29.0,920.0,8,1.0,1,0,0,0,1
8053,43,48,13.0,4,7.0,458.0,25,1.0,1,1,0,0,0
8054,45,8,24.0,4,26.0,466.0,19,1.0,1,1,0,0,1
8055,57,53,19.0,9,27.0,158.0,15,1.0,0,0,0,0,1
8056,22,30,22.0,9,3.0,774.0,10,1.0,0,1,0,0,0
8057,36,9,21.0,10,13.0,935.0,24,1.0,0,0,1,1,0
8058,51,14,28.0,3,19.0,296.0,3,1.0,1,1,0,0,0
8059,40,55,4.0,9,30.0,382.0,11,1.0,0,0,1,1,0
8060,60,47,14.0,7,12.0,988.0,14,1.0,0,0,0,0,1
8061,44,14,1.0,7,23.0,811.0,21,1.0,0,0,1,0,1
8062,32,44,11.0,6,26.0,686.0,27,1.0,1,1,0,1,0
8063,25,9,13.0,10,6.0,131.0,3,1.0,1,0,1,1,0
8064,56,35,3.0,7,5.0,804.0,1,1.0,1,0,0,1,0
8065,29,53,26.0,5,20.0,684.0,8,1.0,0,0,0,0,1
8066,20,5,1.0,9,3.0,894.0,7,1.0,0,0,1,1,0
8067,60,43,23.0,0,26.0,924.0,1,1.0,1,1,0,1,0
8068,18,24,4.0,6,1.0,303.0,15,1.0,1,1,0,1,0
8069,37,39,20.0,7,19.0,612.0,3,1.0,0,0,0,0,1
8070,45,43,2.0,6,3.0,955.0,8,1.0,1,0,0,0,0
8071,32,45,25.0,3,22.0,796.0,11,1.0,1,0,1,0,1
8072,57,17,18.0,2,27.0,999.0,23,1.0,0,1,0,0,1
8073,36,38,10.0,4,8.0,168.0,15,1.0,0,0,0,0,0
8074,64,58,29.0,7,26.0,933.0,19,1.0,1,1,0,1,0
8075,30,54,16.0,6,20.0,577.0,7,1.0,0,1,0,1,0
8076,61,40,14.0,9,26.0,168.0,23,1.0,0,0,1,1,0
8077,45,59,28.0,8,21.0,966.0,23,1.0,0,0,1,1,0
8078,27,54,1.0,5,19.0,877.0,8,1.0,1,1,0,0,0
8079,54,16,19.0,8,22.0,892.0,12,1.0,0,0,0,1,0
8080,27,56,21.0,1,28.0,547.0,11,1.0,1,0,1,0,1
8081,43,45,5.0,2,9.0,309.0,23,1.0,0,1,0,0,1
8082,49,52,3.0,6,30.0,202.0,26,1.0,1,0,0,0,0
8083,21,28,9.0,3,6.0,357.0,18,1.0,1,0,1,1,0
8084,52,56,28.0,4,2.0,500.0,3,1.0,0,0,0,0,0
8085,21,45,22.0,9,10.0,952.0,1,1.0,1,0,1,0,0
8086,27,16,27.0,0,23.0,505.0,5,1.0,0,0,1,0,0
8087,20,14,7.0,2,27.0,191.0,4,1.0,1,0,0,1,0
8088,55,19,4.0,4,8.0,866.0,26,1.0,1,1,0,0,0
8089,27,15,30.0,5,7.0,166.0,27,1.0,0,1,0,0,0
8090,19,41,5.0,1,13.0,785.0,2,1.0,0,0,1,1,0
8091,46,48,16.0,2,24.0,276.0,1,1.0,0,0,1,0,1
8092,48,57,28.0,3,3.0,758.0,4,0.0,0,1,0,0,0
8093,43,54,17.0,0,11.0,569.0,30,0.0,1,0,1,0,0
8094,35,8,4.0,1,10.0,205.0,26,1.0,0,0,1,1,0
8095,33,56,3.0,7,14.0,180.0,15,1.0,0,1,0,1,0
8096,50,25,3.0,9,22.0,676.0,21,1.0,1,0,0,1,0
8097,59,47,24.0,4,3.0,381.0,22,1.0,0,0,0,0,0
8098,19,5,16.0,6,6.0,795.0,7,1.0,1,1,0,0,0
8099,51,12,12.0,4,28.0,733.0,2,1.0,1,1,0,0,0
8100,26,20,14.0,8,4.0,556.0,8,1.0,1,0,1,0,1
8101,55,14,3.0,3,23.0,446.0,15,1.0,0,0,1,0,1
8102,56,19,1.0,2,21.0,895.0,13,1.0,1,0,1,0,0
8103,59,22,13.0,0,28.0,351.0,24,1.0,1,0,0,0,1
8104,38,12,20.0,5,12.0,831.0,9,1.0,1,0,0,1,0
8105,48,16,17.0,1,24.0,879.0,11,1.0,0,1,0,0,1
8106,42,38,29.0,10,20.0,815.0,10,1.0,0,0,0,0,1
8107,46,9,11.0,7,12.0,797.0,11,1.0,1,0,0,0,1
8108,65,33,20.0,3,12.0,281.0,5,1.0,1,1,0,0,1
8109,48,45,15.0,7,6.0,132.0,11,1.0,1,0,1,0,1
8110,64,22,11.0,9,11.0,999.0,24,1.0,0,0,1,0,1
8111,36,48,29.0,6,15.0,718.0,30,1.0,0,0,0,0,1
8112,23,17,30.0,2,6.0,906.0,1,1.0,0,0,1,1,0
8113,37,37,20.0,4,26.0,421.0,26,1.0,1,0,0,0,0
8114,24,6,13.0,6,22.0,699.0,3,1.0,1,1,0,0,0
8115,18,26,7.0,4,27.0,307.0,25,1.0,1,0,1,0,0
8116,64,2,2.0,10,17.0,664.0,25,1.0,1,1,0,0,0
8117,48,53,10.0,6,24.0,884.0,19,1.0,0,0,1,1,0
8118,59,32,16.0,5,28.0,416.0,15,1.0,0,1,0,0,1
8119,18,14,30.0,1,3.0,982.0,18,1.0,0,0,1,1,0
8120,47,12,13.0,0,30.0,115.0,10,1.0,1,1,0,0,1
8121,55,32,28.0,1,5.0,743.0,2,1.0,1,0,0,0,1
8122,61,60,15.0,10,20.0,962.0,7,1.0,0,0,1,0,0
8123,20,54,21.0,10,27.0,450.0,8,1.0,0,0,0,0,0
8124,61,37,5.0,7,3.0,139.0,8,1.0,0,0,1,0,0
8125,37,26,30.0,3,16.0,850.0,25,1.0,0,1,0,0,0
8126,47,27,9.0,7,9.0,362.0,9,1.0,1,0,0,0,1
8127,24,42,1.0,3,10.0,130.0,20,1.0,0,0,0,0,1
8128,39,44,30.0,2,2.0,427.0,30,1.0,0,0,0,0,0
8129,27,20,23.0,1,29.0,137.0,6,1.0,1,0,1,0,1
8130,64,41,1.0,8,23.0,193.0,6,1.0,0,0,1,1,0
8131,64,46,11.0,6,1.0,278.0,12,1.0,0,0,0,1,0
8132,32,58,17.0,1,11.0,661.0,2,1.0,0,1,0,1,0
8133,54,57,19.0,10,5.0,883.0,3,1.0,1,0,0,1,0
8134,35,7,16.0,1,20.0,622.0,25,1.0,1,0,0,1,0
8135,62,28,18.0,7,7.0,647.0,13,1.0,1,0,1,0,1
8136,60,58,5.0,4,25.0,612.0,1,1.0,0,0,1,1,0
8137,49,31,1.0,1,2.0,807.0,20,1.0,0,0,1,0,0
8138,20,25,28.0,8,6.0,155.0,1,1.0,0,1,0,1,0
8139,19,26,22.0,10,25.0,495.0,6,1.0,1,0,0,0,0
8140,38,26,5.0,3,19.0,172.0,23,1.0,0,1,0,1,0
8141,25,26,21.0,3,6.0,896.0,10,1.0,1,0,0,1,0
8142,34,3,11.0,6,8.0,310.0,15,1.0,0,1,0,1,0
8143,56,12,17.0,5,13.0,318.0,10,1.0,0,1,0,0,0
8144,25,41,18.0,2,17.0,548.0,30,1.0,0,0,1,1,0
8145,32,37,18.0,3,15.0,393.0,22,1.0,0,0,0,0,0
8146,32,43,12.0,6,4.0,220.0,1,1.0,0,0,0,0,0
8147,64,30,7.0,7,23.0,412.0,25,1.0,1,1,0,0,1
8148,24,30,23.0,3,13.0,405.0,2,1.0,0,0,0,0,0
8149,33,56,27.0,0,3.0,687.0,23,1.0,0,0,0,0,0
8150,18,17,26.0,2,19.0,982.0,20,1.0,1,0,0,0,1
8151,58,6,20.0,4,4.0,231.0,25,1.0,0,1,0,0,1
8152,31,12,1.0,1,4.0,288.0,23,1.0,0,0,1,0,1
8153,63,35,21.0,10,21.0,339.0,28,1.0,0,0,1,1,0
8154,43,59,22.0,5,21.0,571.0,23,1.0,1,0,1,0,0
8155,28,42,20.0,1,14.0,530.0,28,1.0,0,0,1,1,0
8156,45,29,22.0,1,3.0,507.0,25,1.0,0,0,0,0,0
8157,54,21,27.0,10,15.0,994.0,7,1.0,0,1,0,1,0
8158,46,15,23.0,2,9.0,401.0,24,1.0,1,0,1,0,0
8159,61,15,22.0,9,30.0,273.0,10,1.0,1,1,0,0,1
8160,60,28,11.0,5,8.0,989.0,7,1.0,1,0,0,0,0
8161,42,34,29.0,9,25.0,160.0,2,1.0,1,1,0,0,1
8162,20,28,13.0,3,20.0,217.0,8,1.0,1,0,0,0,0
8163,63,37,26.0,6,2.0,952.0,1,1.0,0,0,1,0,0
8164,53,5,11.0,7,20.0,668.0,24,1.0,1,0,0,1,0
8165,50,36,19.0,10,12.0,798.0,21,1.0,1,0,0,1,0
8166,45,20,2.0,5,25.0,716.0,14,1.0,1,0,1,0,0
8167,40,48,1.0,6,4.0,698.0,11,1.0,1,0,0,0,0
8168,53,29,23.0,2,15.0,933.0,8,1.0,1,0,1,0,1
8169,45,1,6.0,7,4.0,180.0,29,1.0,0,1,0,1,0
8170,47,42,5.0,7,17.0,169.0,5,1.0,1,0,1,0,1
8171,51,51,10.0,4,15.0,205.0,30,1.0,0,0,0,1,0
8172,40,15,16.0,3,22.0,365.0,26,1.0,0,1,0,0,1
8173,35,43,11.0,3,24.0,524.0,16,1.0,1,1,0,1,0
8174,35,26,5.0,7,1.0,918.0,23,1.0,0,0,1,1,0
8175,36,60,2.0,8,8.0,295.0,21,1.0,1,0,1,0,0
8176,31,53,23.0,4,16.0,560.0,11,1.0,0,0,0,1,0
8177,65,10,14.0,6,4.0,680.0,30,1.0,1,1,0,0,1
8178,43,38,20.0,1,24.0,922.0,2,1.0,0,0,0,0,1
8179,23,52,8.0,6,1.0,293.0,28,1.0,1,1,0,1,0
8180,65,43,15.0,6,11.0,650.0,23,1.0,1,0,1,0,1
8181,56,6,28.0,4,6.0,762.0,16,1.0,1,0,1,0,1
8182,51,37,21.0,7,15.0,842.0,4,1.0,1,0,1,0,0
8183,37,44,30.0,3,5.0,369.0,9,1.0,1,0,0,0,0
8184,51,15,11.0,4,25.0,630.0,9,1.0,1,0,0,0,0
8185,51,31,28.0,7,0.0,629.0,3,1.0,0,0,0,1,0
8186,55,12,29.0,3,13.0,908.0,8,1.0,1,0,0,0,1
8187,20,44,8.0,7,11.0,632.0,13,1.0,0,0,1,0,1
8188,62,45,19.0,8,1.0,904.0,28,1.0,1,0,0,0,0
8189,34,35,28.0,3,7.0,637.0,29,1.0,0,0,1,1,0
8190,39,53,14.0,7,9.0,663.0,3,1.0,1,0,1,1,0
8191,28,29,21.0,1,2.0,971.0,22,1.0,0,1,0,1,0
8192,49,58,15.0,0,6.0,754.0,27,0.0,1,1,0,0,1
8193,63,44,3.0,0,6.0,224.0,9,1.0,0,1,0,0,0
8194,31,55,16.0,5,15.0,561.0,17,1.0,1,0,0,0,1
8195,43,60,23.0,5,27.0,724.0,6,1.0,0,0,0,0,0
8196,28,30,3.0,6,30.0,725.0,12,1.0,1,0,1,0,1
8197,59,45,8.0,9,1.0,141.0,23,1.0,0,1,0,1,0
8198,28,47,24.0,5,19.0,503.0,29,1.0,0,0,1,0,1
8199,60,51,20.0,2,30.0,105.0,23,1.0,1,1,0,0,1
8200,64,25,26.0,8,9.0,241.0,25,1.0,0,1,0,1,0
8201,40,25,9.0,8,4.0,690.0,27,1.0,1,0,1,0,1
8202,18,15,26.0,4,21.0,468.0,14,1.0,0,0,0,0,0
8203,34,45,24.0,4,16.0,123.0,10,1.0,1,0,0,1,0
8204,42,26,18.0,1,20.0,142.0,2,1.0,0,1,0,0,0
8205,23,5,15.0,3,4.0,547.0,2,1.0,1,0,1,1,0
8206,24,6,16.0,5,17.0,555.0,22,1.0,0,1,0,0,0
8207,50,60,19.0,7,24.0,263.0,22,1.0,0,1,0,0,0
8208,56,39,2.0,3,12.0,368.0,13,1.0,0,0,0,1,0
8209,43,35,26.0,10,3.0,743.0,28,1.0,1,0,0,0,0
8210,21,11,29.0,1,1.0,590.0,19,1.0,1,0,0,1,0
8211,40,13,2.0,1,25.0,770.0,13,1.0,0,0,0,0,1
8212,23,21,10.0,4,3.0,493.0,10,1.0,0,1,0,0,1
8213,36,12,20.0,2,8.0,839.0,2,0.0,1,1,0,0,1
8214,24,59,21.0,2,26.0,293.0,10,1.0,1,0,1,0,1
8215,36,12,1.0,7,8.0,944.0,28,1.0,1,0,0,0,1
8216,52,54,13.0,1,30.0,849.0,24,1.0,0,0,1,1,0
8217,18,40,20.0,6,5.0,715.0,11,1.0,1,1,0,0,1
8218,62,11,9.0,9,0.0,195.0,23,1.0,0,0,1,0,0
8219,23,59,13.0,0,22.0,121.0,8,1.0,0,0,0,0,0
8220,48,35,2.0,1,25.0,814.0,27,1.0,1,0,1,0,1
8221,37,39,19.0,7,5.0,997.0,22,1.0,0,1,0,1,0
8222,49,50,26.0,0,14.0,834.0,8,0.0,1,0,1,0,0
8223,56,37,7.0,3,16.0,963.0,30,1.0,1,1,0,0,1
8224,34,7,27.0,10,18.0,641.0,10,1.0,0,1,0,1,0
8225,27,50,23.0,5,26.0,333.0,13,1.0,1,0,0,0,0
8226,34,3,7.0,1,0.0,268.0,2,1.0,0,0,0,0,1
8227,60,52,12.0,6,14.0,614.0,15,1.0,1,0,0,0,0
8228,53,37,28.0,4,30.0,261.0,28,1.0,1,0,0,1,0
8229,33,28,22.0,7,28.0,575.0,10,1.0,1,0,0,0,1
8230,28,34,15.0,4,8.0,383.0,24,1.0,1,0,1,0,0
8231,60,57,29.0,2,21.0,429.0,24,1.0,0,0,1,0,1
8232,35,52,20.0,3,0.0,583.0,20,0.0,1,0,1,0,0
8233,65,14,23.0,1,16.0,880.0,26,1.0,0,0,1,0,1
8234,34,1,17.0,5,0.0,161.0,28,1.0,0,0,1,1,0
8235,58,14,20.0,4,11.0,527.0,25,1.0,0,0,0,0,1
8236,54,46,10.0,1,20.0,982.0,6,1.0,1,1,0,0,1
8237,20,31,11.0,5,0.0,295.0,14,1.0,1,1,0,0,0
8238,33,5,4.0,1,24.0,710.0,8,1.0,1,1,0,0,1
8239,48,37,12.0,10,3.0,627.0,15,1.0,1,0,0,0,0
8240,46,47,3.0,8,21.0,928.0,11,1.0,0,1,0,1,0
8241,40,5,30.0,3,12.0,912.0,29,1.0,0,0,0,0,1
8242,34,39,5.0,7,21.0,873.0,23,1.0,0,1,0,1,0
8243,21,39,13.0,3,19.0,506.0,30,1.0,1,0,1,0,1
8244,49,5,12.0,8,25.0,884.0,25,1.0,1,0,1,0,0
8245,25,46,27.0,4,5.0,777.0,27,1.0,0,0,1,0,1
8246,42,52,5.0,3,13.0,445.0,13,1.0,0,0,0,1,0
8247,46,1,12.0,10,4.0,296.0,8,1.0,0,1,0,0,0
8248,43,53,5.0,8,28.0,309.0,22,1.0,1,0,0,0,1
8249,54,35,26.0,9,16.0,306.0,26,1.0,1,1,0,1,0
8250,58,51,13.0,0,4.0,279.0,18,1.0,0,1,0,0,0
8251,25,39,13.0,3,14.0,722.0,21,1.0,0,0,0,0,1
8252,23,17,13.0,0,9.0,925.0,12,1.0,0,1,0,1,0
8253,41,32,7.0,6,6.0,192.0,2,1.0,0,1,0,0,1
8254,54,53,12.0,1,11.0,824.0,7,1.0,1,0,1,0,0
8255,57,13,12.0,4,30.0,292.0,8,1.0,0,0,1,0,0
8256,56,13,26.0,0,13.0,811.0,22,1.0,0,1,0,0,1
8257,51,22,27.0,3,18.0,838.0,1,1.0,0,0,1,0,0
8258,59,13,15.0,10,21.0,888.0,20,1.0,1,0,1,1,0
8259,41,41,10.0,9,19.0,649.0,7,1.0,0,0,1,0,0
8260,34,7,12.0,2,20.0,241.0,8,1.0,0,1,0,0,1
8261,51,55,3.0,2,24.0,522.0,8,1.0,1,0,0,1,0
8262,19,16,5.0,2,0.0,413.0,4,1.0,0,0,0,1,0
8263,54,28,19.0,6,10.0,656.0,30,1.0,0,0,0,0,0
8264,55,26,5.0,2,24.0,581.0,3,1.0,0,0,1,0,0
8265,23,40,20.0,0,27.0,952.0,10,1.0,0,1,0,1,0
8266,38,57,5.0,7,21.0,268.0,14,1.0,1,0,0,0,1
8267,47,58,21.0,1,4.0,831.0,27,0.0,1,1,0,0,0
8268,61,26,22.0,4,17.0,512.0,23,1.0,1,1,0,1,0
8269,18,27,5.0,8,29.0,166.0,9,1.0,0,0,0,0,0
8270,57,36,18.0,5,15.0,932.0,12,1.0,1,1,0,1,0
8271,31,16,24.0,8,11.0,197.0,5,1.0,1,1,0,0,1
8272,23,18,5.0,6,20.0,191.0,7,1.0,0,1,0,0,0
8273,59,15,27.0,0,27.0,714.0,23,1.0,0,0,0,1,0
8274,61,48,16.0,1,21.0,784.0,6,1.0,1,1,0,1,0
8275,52,40,10.0,8,15.0,388.0,30,1.0,1,0,1,1,0
8276,35,15,9.0,1,4.0,104.0,14,1.0,1,0,1,1,0
8277,30,37,1.0,0,1.0,455.0,1,1.0,0,0,0,0,0
8278,49,19,25.0,7,28.0,190.0,17,1.0,0,0,1,0,1
8279,41,7,7.0,3,23.0,110.0,1,1.0,1,1,0,0,0
8280,25,11,8.0,0,23.0,732.0,5,1.0,0,1,0,1,0
8281,39,1,13.0,2,5.0,309.0,13,1.0,1,0,1,0,0
8282,26,44,15.0,5,5.0,217.0,9,1.0,0,0,1,1,0
8283,26,10,1.0,4,11.0,611.0,21,1.0,0,0,0,0,0
8284,42,57,14.0,2,19.0,997.0,15,0.0,1,0,1,0,1
8285,59,56,4.0,3,16.0,789.0,27,1.0,1,0,0,0,0
8286,20,14,23.0,4,12.0,867.0,2,1.0,0,1,0,1,0
8287,43,10,8.0,3,4.0,789.0,23,0.0,1,0,0,0,0
8288,48,9,25.0,6,9.0,146.0,8,1.0,0,1,0,1,0
8289,59,6,11.0,2,4.0,258.0,18,1.0,1,1,0,1,0
8290,55,21,24.0,2,29.0,919.0,25,1.0,1,0,1,0,1
8291,49,4,15.0,9,9.0,187.0,7,1.0,1,1,0,1,0
8292,50,8,7.0,1,28.0,791.0,5,1.0,1,1,0,1,0
8293,47,50,8.0,5,22.0,719.0,3,1.0,1,0,0,0,0
8294,31,40,22.0,9,28.0,697.0,3,1.0,1,1,0,1,0
8295,31,47,16.0,0,7.0,827.0,16,1.0,0,1,0,0,0
8296,53,16,24.0,5,19.0,929.0,16,1.0,0,0,1,0,1
8297,51,54,9.0,4,14.0,893.0,20,1.0,0,0,1,0,1
8298,57,50,27.0,9,2.0,155.0,23,1.0,0,0,0,0,0
8299,36,27,29.0,0,18.0,331.0,1,1.0,1,0,1,0,1
8300,55,1,17.0,0,22.0,116.0,14,1.0,0,0,1,0,0
8301,63,50,21.0,3,5.0,461.0,7,1.0,1,0,1,0,0
8302,20,46,7.0,6,10.0,611.0,6,1.0,0,0,0,0,0
8303,52,47,24.0,7,10.0,247.0,19,1.0,1,1,0,1,0
8304,34,30,26.0,4,9.0,604.0,8,1.0,0,0,0,1,0
8305,60,45,19.0,4,10.0,790.0,16,1.0,1,1,0,0,1
8306,28,48,28.0,8,27.0,940.0,10,1.0,0,0,0,0,1
8307,58,39,4.0,3,19.0,845.0,9,1.0,1,0,1,0,0
8308,45,47,18.0,2,22.0,261.0,22,1.0,1,1,0,0,0
8309,51,25,24.0,6,25.0,688.0,1,1.0,0,0,1,0,0
8310,21,52,29.0,10,27.0,603.0,25,1.0,1,0,1,0,0
8311,64,53,27.0,5,12.0,621.0,15,1.0,1,0,0,0,0
8312,27,26,6.0,6,20.0,201.0,29,1.0,0,1,0,0,1
8313,33,25,24.0,5,4.0,159.0,22,1.0,1,1,0,0,1
8314,46,25,24.0,10,5.0,200.0,25,1.0,1,1,0,0,1
8315,65,20,22.0,2,27.0,896.0,6,1.0,0,0,0,0,1
8316,49,10,6.0,10,11.0,721.0,23,1.0,1,0,1,0,1
8317,25,6,27.0,9,2.0,457.0,6,1.0,0,1,0,0,1
8318,48,26,24.0,3,8.0,463.0,6,1.0,1,0,0,0,1
8319,23,43,10.0,6,20.0,107.0,11,1.0,1,0,1,0,0
8320,44,35,6.0,2,26.0,632.0,1,1.0,1,1,0,1,0
8321,65,52,20.0,5,4.0,204.0,2,1.0,1,0,1,1,0
8322,56,22,20.0,2,13.0,849.0,9,1.0,0,1,0,1,0
8323,51,47,8.0,10,28.0,795.0,25,1.0,0,1,0,0,0
8324,42,43,24.0,0,16.0,288.0,5,1.0,0,0,1,1,0
8325,36,33,1.0,2,4.0,502.0,9,1.0,0,1,0,1,0
8326,34,57,8.0,5,26.0,160.0,12,1.0,1,0,1,0,0
8327,55,34,11.0,3,21.0,998.0,4,1.0,1,0,0,1,0
8328,53,17,19.0,3,16.0,654.0,18,1.0,0,1,0,0,0
8329,60,13,22.0,8,6.0,389.0,17,1.0,1,0,0,0,0
8330,56,28,1.0,0,25.0,656.0,23,1.0,1,1,0,0,1
8331,23,31,9.0,6,18.0,530.0,2,1.0,1,0,0,0,0
8332,65,57,27.0,6,27.0,566.0,21,1.0,1,0,1,1,0
8333,36,30,23.0,9,3.0,407.0,24,1.0,0,1,0,1,0
8334,46,46,16.0,10,18.0,398.0,16,1.0,0,1,0,0,1
8335,30,6,18.0,3,2.0,306.0,3,1.0,1,1,0,1,0
8336,34,17,1.0,5,26.0,970.0,10,1.0,0,1,0,1,0
8337,40,21,22.0,6,23.0,495.0,20,1.0,1,0,1,0,0
8338,23,20,25.0,1,29.0,893.0,24,1.0,0,1,0,1,0
8339,37,45,10.0,8,28.0,985.0,26,1.0,1,0,0,1,0
8340,61,10,18.0,9,28.0,842.0,15,1.0,1,0,0,0,1
8341,47,33,17.0,2,26.0,916.0,7,1.0,0,0,0,0,1
8342,27,35,3.0,4,0.0,807.0,12,1.0,0,1,0,1,0
